0,0.0,0.0,0.0736785132170829,0.0
1,0.01,0.0007866526023164597,0.07866526023164597,0.49867470145630727
2,0.02,0.001733885540101534,0.09472329377850743,1.6058033546861459
3,0.03,0.00284237137925943,0.11084858391578963,1.61252901372822
4,0.04,0.004112429731530811,0.12700583522713801,1.6157251311348388
5,0.05,0.005532429737486055,0.14200000059552448,1.4994165368386463
6,0.06,0.00705133238339125,0.15189026459051944,0.9890263994994958
7,0.07,0.008615190316667829,0.15638579332765798,0.44955287371385433
8,0.08,0.0102235015386459,0.16083112219780712,0.44453288701491456
9,0.09,0.011876323722767559,0.1652822184121658,0.4451096214358685
10,0.1,0.013609397752276134,0.17330740295085748,0.8025184538691665
11,0.11,0.015618387301431471,0.20089895491553378,2.7591551964676304
12,0.12,0.018157422399565408,0.25390350981339377,5.300455489785999
13,0.13,0.021225845463277666,0.3068423063712259,5.293879655783212
14,0.14,0.024823507306682504,0.3597661843404838,5.29238779692579
15,0.15,0.028966575645795332,0.41430683391128287,5.454064957079907
16,0.16,0.033741225598586694,0.47746499527913633,6.315816136785346
17,0.17,0.03925813519028464,0.5516909591697948,7.422596389065849
18,0.18,0.04551717774976946,0.6259042559484816,7.421329677868682
19,0.19,0.052518259062252486,0.7001081312483025,7.4203875299820865
20,0.2,0.06024242856685455,0.7724169504602064,7.230881921190391
21,0.21,0.06856680602188836,0.8324377455033812,6.002079504317481
22,0.22,0.07730877649582123,0.8741970473932871,4.175930188990584
23,0.23,0.0864695718024185,0.9160795306597278,4.188248326644072
24,0.24,0.09605979441910795,0.9590222616689442,4.294273100921641
25,0.25,0.10610856903961216,1.0048774620504213,4.585520038147705
26,0.26,0.11662399707643634,1.051542803682418,4.666534163199665
27,0.27,0.1275780310643993,1.095403398796295,4.386059511387708
28,0.28,0.13897859968935977,1.1400568624960472,4.4653463699752205
29,0.29,0.1508307313870375,1.1852131697677748,4.515630727172759
30,0.3,0.16314022111123566,1.230948972419814,4.573580265203914
31,0.31,0.17593175708845316,1.27915359772175,4.820462530193614
