header_stamp_sec, header_stamp_nanosec, header_frame_id, x, y, phi, vx_b, ax_b, steer, torque, stamp_zed_sec, stamp_zed_nanosec, stamp_wheel_encoder_sec, stamp_wheel_encoder_nanosec
1707133528,359151733,base_link,0.0,0.0,0.0,0.0,-9.375197751174957e-05,0.0,0.0,0,0,0,0
1707133528,369278754,base_link,0.0,0.0,0.0,0.0,-0.03803757990208881,0.0,0.0,0,0,0,0
1707133528,379223799,base_link,0.0,0.0,0.0,0.0,-0.13712976953749198,0.0,0.0,0,0,0,0
1707133528,389212055,base_link,0.0,0.0,0.0,0.0,-0.04054257411255291,0.0,0.0,0,0,0,0
1707133528,399260052,base_link,0.0,0.0,0.0,0.0,-0.0723387240676962,0.0,0.0,0,0,0,0
1707133528,409336078,base_link,0.0,0.0,0.0,0.0,-0.12155528203237059,0.0,0.0,0,0,0,0
1707133528,419132271,base_link,0.0,0.0,0.0,0.0,0.02131614118026582,0.0,0.0,0,0,0,0
1707133528,429198584,base_link,0.0,0.0,0.0,0.0,0.1273504610871511,0.0,0.0,0,0,0,0
1707133528,439178003,base_link,0.0,0.0,0.0,0.0,0.04488288565784097,0.0,0.0,0,0,0,0
1707133528,449205947,base_link,0.0,0.0,0.0,0.0,-0.019871833733141647,0.0,0.0,0,0,0,0
1707133528,459203071,base_link,0.0,0.0,0.0,0.0,-0.06353077526212172,0.0,0.0,0,0,0,0
1707133528,469273318,base_link,0.0,0.0,0.0,0.0,0.027646572232330965,0.0,0.0,0,0,0,0
1707133528,479212797,base_link,0.0,0.0,0.0,0.0,-0.13188812656551197,0.0,0.0,0,0,0,0
1707133528,489354227,base_link,0.0,0.0,0.0,0.0,-0.007091483113214061,0.0,0.0,0,0,0,0
1707133528,499365162,base_link,0.0,0.0,0.0,0.0,-0.03261190228012363,0.0,0.0,0,0,0,0
1707133528,509410179,base_link,0.0,0.0,0.0,0.0,0.10241312739350723,0.0,0.0,0,0,0,0
1707133528,519392041,base_link,0.0,0.0,0.0,0.0,-0.03135625400433218,0.0,0.0,0,0,0,0
1707133528,529385097,base_link,0.0,0.0,0.0,0.0,0.05838534923723071,0.0,0.0,0,0,0,0
1707133528,539303913,base_link,0.0,0.0,0.0,0.0,-0.004550220331521231,0.0,0.0,0,0,0,0
1707133528,549191989,base_link,0.0,0.0,0.0,0.0,0.11012616570161174,0.0,0.0,0,0,0,0
1707133528,559166409,base_link,0.0,0.0,0.0,0.0,0.09655900307576015,0.0,0.0,0,0,0,0
1707133528,569197992,base_link,0.0,0.0,0.0,0.0,-0.08044816402263516,0.0,0.0,0,0,0,0
1707133528,579155947,base_link,0.0,0.0,0.0,0.0,0.02283551081515196,0.0,0.0,0,0,0,0
1707133528,589273177,base_link,0.0,0.0,0.0,0.0,-0.05050661941386671,0.0,0.0,0,0,0,0
1707133528,599356950,base_link,0.0,0.0,0.0,0.0,-0.09443142566096974,0.0,0.0,0,0,0,0
1707133528,609393658,base_link,0.0,0.0,0.0,0.0,0.060716314197251715,0.0,0.0,0,0,0,0
1707133528,619351149,base_link,0.0,0.0,0.0,0.0,-0.002531572219885757,0.0,0.0,0,0,0,0
1707133528,629315454,base_link,0.0,0.0,0.0,0.0,-0.03777687908497265,0.0,0.0,0,0,0,0
1707133528,639408212,base_link,0.0,0.0,0.0,0.0,0.07086598416586666,0.0,0.0,0,0,0,0
1707133528,649334066,base_link,0.0,0.0,0.0,0.0,-0.053937479213769825,0.0,0.0,0,0,0,0
1707133528,659305983,base_link,0.0,0.0,0.0,0.0,0.09992669293337555,0.0,0.0,0,0,0,0
1707133528,669355203,base_link,0.0,0.0,0.0,0.0,-0.14350847419840312,0.0,0.0,0,0,0,0
1707133528,679362255,base_link,0.0,0.0,0.0,0.0,0.02018912263067352,0.0,0.0,0,0,0,0
1707133528,689358048,base_link,0.0,0.0,0.0,0.0,-0.15832218035064224,0.0,0.0,0,0,0,0
1707133528,699287095,base_link,0.0,0.0,0.0,0.0,-0.2292980508773102,0.0,0.0,0,0,0,0
1707133528,709317796,base_link,0.0,0.0,0.0,0.0,0.004716712759865863,0.0,0.0,0,0,0,0
1707133528,719330651,base_link,0.0,0.0,0.0,0.0,0.1062921057682748,0.0,0.0,0,0,0,0
1707133528,729364043,base_link,0.0,0.0,0.0,0.0,0.03246321728072427,0.0,0.0,0,0,0,0
1707133528,739325687,base_link,0.0,0.0,0.0,0.0,0.09380826843282837,0.0,0.0,0,0,0,0
1707133528,749312421,base_link,0.0,0.0,0.0,0.0,-0.09159457779320127,0.0,0.0,0,0,0,0
1707133528,759339414,base_link,0.0,0.0,0.0,0.0,0.2706271934028213,0.0,0.0,0,0,0,0
1707133528,769377144,base_link,0.0,0.0,0.0,0.0,0.0049512495144447945,0.0,0.0,0,0,0,0
1707133528,779181812,base_link,0.0,0.0,0.0,0.0,0.13826184668247443,0.0,0.0,0,0,0,0
1707133528,789177430,base_link,0.0,0.0,0.0,0.0,-0.03801249868195575,0.0,0.0,0,0,0,0
1707133528,799144175,base_link,0.0,0.0,0.0,0.0,0.11166639507338856,0.0,0.0,0,0,0,0
1707133528,809256294,base_link,0.0,0.0,0.0,0.0,-0.038571560302942204,0.0,0.0,0,0,0,0
1707133528,819213336,base_link,0.0,0.0,0.0,0.0,-0.0914706970098492,0.0,0.0,0,0,0,0
1707133528,829177580,base_link,0.0,0.0,0.0,0.0,0.055745988366300604,0.0,0.0,0,0,0,0
1707133528,839161801,base_link,0.0,0.0,0.0,0.0,0.018905843525033057,0.0,0.0,0,0,0,0
1707133528,849286476,base_link,0.0,0.0,0.0,0.0,-0.03322665691262763,0.0,0.0,0,0,0,0
1707133528,859251084,base_link,0.0,0.0,0.0,0.0,0.14147243078323837,0.0,0.0,0,0,0,0
1707133528,869240187,base_link,0.0,0.0,0.0,0.0,0.04561527358765598,0.0,0.0,0,0,0,0
1707133528,879182110,base_link,0.0,0.0,0.0,0.0,0.12763382137373347,0.0,0.0,0,0,0,0
1707133528,889323208,base_link,0.0,0.0,0.0,0.0,0.0015131127770932817,0.0,0.0,0,0,0,0
1707133528,899272432,base_link,0.0,0.0,0.0,0.0,0.05160987131223134,0.0,0.0,0,0,0,0
1707133528,909212114,base_link,0.0,0.0,0.0,0.0,0.03559677757367424,0.0,0.0,0,0,0,0
1707133528,919174065,base_link,0.0,0.0,0.0,0.0,0.038022615078760105,0.0,0.0,0,0,0,0
1707133528,929129161,base_link,0.0,0.0,0.0,0.0,0.07097403557527211,0.0,0.0,0,0,0,0
1707133528,939120959,base_link,0.0,0.0,0.0,0.0,-0.037562544662103965,0.0,0.0,0,0,0,0
1707133528,949216058,base_link,0.0,0.0,0.0,0.0,-0.03037676651905923,0.0,0.0,0,0,0,0
1707133528,959483975,base_link,0.0,0.0,0.0,0.0,0.024065696903375074,0.0,0.0,0,0,0,0
1707133528,969247588,base_link,0.0,0.0,0.0,0.0,-0.04589419778017875,0.0,0.0,0,0,0,0
1707133528,979218697,base_link,0.0,0.0,0.0,0.0,0.062916125579621,0.0,0.0,0,0,0,0
1707133528,989174646,base_link,0.0,0.0,0.0,0.0,0.0340040386994738,0.0,0.0,0,0,0,0
1707133528,999193463,base_link,0.0,0.0,0.0,0.0,-0.1534072222567225,0.0,0.0,0,0,0,0
1707133529,9228686,base_link,0.0,0.0,0.0,0.0,-0.23177708836650518,0.0,0.0,0,0,0,0
1707133529,19142682,base_link,0.0,0.0,0.0,0.0,0.019798048627896754,0.0,0.0,0,0,0,0
1707133529,29153300,base_link,0.0,0.0,0.0,0.0,-0.17223923270814526,0.0,0.0,0,0,0,0
1707133529,39129921,base_link,0.0,0.0,0.0,0.0,-0.06661357942302638,0.0,0.0,0,0,0,0
1707133529,49191197,base_link,0.0,0.0,0.0,0.0,-0.037774215674118095,0.0,0.0,0,0,0,0
1707133529,59137242,base_link,0.0,0.0,0.0,0.0,0.0007074906841977124,0.0,0.0,0,0,0,0
1707133529,69183482,base_link,0.0,0.0,0.0,0.0,-0.04644630819102713,0.0,0.0,0,0,0,0
1707133529,79164591,base_link,0.0,0.0,0.0,0.0,0.011572917026193523,0.0,0.0,0,0,0,0
1707133529,89137988,base_link,0.0,0.0,0.0,0.0,0.03166803453804969,0.0,0.0,0,0,0,0
1707133529,99130680,base_link,0.0,0.0,0.0,0.0,0.04189759933801613,0.0,0.0,0,0,0,0
1707133529,109264104,base_link,0.0,0.0,0.0,0.0,-0.10462619492187933,0.0,0.0,0,0,0,0
1707133529,119146579,base_link,0.0,0.0,0.0,0.0,-0.05060769517221069,0.0,0.0,0,0,0,0
1707133529,129282889,base_link,0.0,0.0,0.0,0.0,0.050208360043039635,0.0,0.0,0,0,0,0
1707133529,139152479,base_link,0.0,0.0,0.0,0.0,-0.07171692189073377,0.0,0.0,0,0,0,0
1707133529,149258407,base_link,0.0,0.0,0.0,0.0,-0.05500187244832684,0.0,0.0,0,0,0,0
1707133529,159143094,base_link,0.0,0.0,0.0,0.0,-0.14329552405310228,0.0,0.0,0,0,0,0
1707133529,169231985,base_link,0.0,0.0,0.0,0.0,-0.10123795388716203,0.0,0.0,0,0,0,0
1707133529,179104992,base_link,0.0,0.0,0.0,0.0,-0.02815852400498324,0.0,0.0,0,0,0,0
1707133529,189155065,base_link,0.0,0.0,0.0,0.0,0.04173363814685327,0.0,0.0,0,0,0,0
1707133529,199110707,base_link,0.0,0.0,0.0,0.0,0.14119660098119488,0.0,0.0,0,0,0,0
1707133529,209237249,base_link,0.0,0.0,0.0,0.0,-0.14396196408807035,0.0,0.0,0,0,0,0
1707133529,219133100,base_link,0.0,0.0,0.0,0.0,-0.03797793910087882,0.0,0.0,0,0,0,0
1707133529,229187857,base_link,0.0,0.0,0.0,0.0,-0.11068779483226672,0.0,0.0,0,0,0,0
1707133529,239150711,base_link,0.0,0.0,0.0,0.0,0.10244540884413252,0.0,0.0,0,0,0,0
1707133529,249123744,base_link,0.0,0.0,0.0,0.0,0.20904342545095475,0.0,0.0,0,0,0,0
1707133529,259105946,base_link,0.0,0.0,0.0,0.0,0.12386684396357599,0.0,0.0,0,0,0,0
1707133529,269102680,base_link,0.0,0.0,0.0,0.0,-0.06520219565936161,0.0,0.0,0,0,0,0
1707133529,279118247,base_link,0.0,0.0,0.0,0.0,-0.0006783304238704716,0.0,0.0,0,0,0,0
1707133529,289112162,base_link,0.0,0.0,0.0,0.0,-0.20984903568189608,0.0,0.0,0,0,0,0
1707133529,299103760,base_link,0.0,0.0,0.0,0.0,0.1355143430424735,0.0,0.0,0,0,0,0
1707133529,309105648,base_link,0.0,0.0,0.0,0.0,0.13845800464241403,0.0,0.0,0,0,0,0
1707133529,319119247,base_link,0.0,0.0,0.0,0.0,0.05136038414513664,0.0,0.0,0,0,0,0
1707133529,329228017,base_link,0.0,0.0,0.0,0.0,-0.20060909222738596,0.0,0.0,0,0,0,0
1707133529,339107194,base_link,0.0,0.0,0.0,0.0,-0.02917772037830584,0.0,0.0,0,0,0,0
1707133529,349160882,base_link,0.0,0.0,0.0,0.0,0.005250981456253857,0.0,0.0,0,0,0,0
1707133529,359141573,base_link,0.0,0.0,0.0,0.0,0.05746245102912352,0.0,0.0,0,0,0,0
1707133529,369302474,base_link,0.0,0.0,0.0,0.0,-0.033581546023231164,0.0,0.0,0,0,0,0
1707133529,379132198,base_link,0.0,0.0,0.0,0.0,0.03462403412486035,0.0,0.0,0,0,0,0
1707133529,389124977,base_link,0.0,0.0,0.0,0.0,-0.1378781287567691,0.0,0.0,0,0,0,0
1707133529,399153827,base_link,0.0,0.0,0.0,0.0,0.21758101568840862,0.0,0.0,0,0,0,0
1707133529,409243257,base_link,0.0,0.0,0.0,0.0,-0.019899968037754318,0.0,0.0,0,0,0,0
1707133529,419144620,base_link,0.0,0.0,0.0,0.0,0.0728553311092996,0.0,0.0,0,0,0,0
1707133529,429223289,base_link,0.0,0.0,0.0,0.0,-0.08329325564165523,0.0,0.0,0,0,0,0
1707133529,439099005,base_link,0.0,0.0,0.0,0.0,0.04506698015853593,0.0,0.0,0,0,0,0
1707133529,449319334,base_link,0.0,0.0,0.0,0.0,0.04765375485402711,0.0,0.0,0,0,0,0
1707133529,459252387,base_link,0.0,0.0,0.0,0.0,0.023694408175336645,0.0,0.0,0,0,0,0
1707133529,469435008,base_link,0.0,0.0,0.0,0.0,-0.1771034885691734,0.0,0.0,0,0,0,0
1707133529,479233381,base_link,0.0,0.0,0.0,0.0,0.1502082180986912,0.0,0.0,0,0,0,0
1707133529,489388627,base_link,0.0,0.0,0.0,0.0,-0.015144807784653946,0.0,0.0,0,0,0,0
1707133529,499264020,base_link,0.0,0.0,0.0,0.0,-0.05631342355871312,0.0,0.0,0,0,0,0
1707133529,509324836,base_link,0.0,0.0,0.0,0.0,-0.030033833314749837,0.0,0.0,0,0,0,0
1707133529,519236676,base_link,0.0,0.0,0.0,0.0,-0.04353845167021305,0.0,0.0,0,0,0,0
1707133529,529251013,base_link,0.0,0.0,0.0,0.0,-0.0516006344875076,0.0,0.0,0,0,0,0
1707133529,539208331,base_link,0.0,0.0,0.0,0.0,-0.004148317710197571,0.0,0.0,0,0,0,0
1707133529,549301713,base_link,0.0,0.0,0.0,0.0,-0.03884409426816864,0.0,0.0,0,0,0,0
1707133529,559304039,base_link,0.0,0.0,0.0,0.0,0.06976211954881008,0.0,0.0,0,0,0,0
1707133529,569182534,base_link,0.0,0.0,0.0,0.0,-0.008636929197822852,0.0,0.0,0,0,0,0
1707133529,579251290,base_link,0.0,0.0,0.0,0.0,0.03226365089983226,0.0,0.0,0,0,0,0
1707133529,589347937,base_link,0.0,0.0,0.0,0.0,0.18025559237990332,0.0,0.0,0,0,0,0
1707133529,599178825,base_link,0.0,0.0,0.0,0.0,0.12704456941042727,0.0,0.0,0,0,0,0
1707133529,609379111,base_link,0.0,0.0,0.0,0.0,0.04457427932619731,0.0,0.0,0,0,0,0
1707133529,619286828,base_link,0.0,0.0,0.0,0.0,0.031053729194687706,0.0,0.0,0,0,0,0
1707133529,629283374,base_link,0.0,0.0,0.0,0.0,-0.03327839051781559,0.0,0.0,0,0,0,0
1707133529,639188523,base_link,0.0,0.0,0.0,0.0,-0.10788886439893189,0.0,0.0,0,0,0,0
1707133529,649366207,base_link,0.0,0.0,0.0,0.0,0.09371722199410858,0.0,0.0,0,0,0,0
1707133529,659201584,base_link,0.0,0.0,0.0,0.0,0.06712878229336583,0.0,0.0,0,0,0,0
1707133529,669308869,base_link,0.0,0.0,0.0,0.0,-0.07471717706929176,0.0,0.0,0,0,0,0
1707133529,679215376,base_link,0.0,0.0,0.0,0.0,0.016476861222584443,0.0,0.0,0,0,0,0
1707133529,689255602,base_link,0.0,0.0,0.0,0.0,0.026303579605419614,0.0,0.0,0,0,0,0
1707133529,699236319,base_link,0.0,0.0,0.0,0.0,0.17877663066016627,0.0,0.0,0,0,0,0
1707133529,709348548,base_link,0.0,0.0,0.0,0.0,-0.10790826882103757,0.0,0.0,0,0,0,0
1707133529,719269628,base_link,0.0,0.0,0.0,0.0,-0.15823348341410726,0.0,0.0,0,0,0,0
1707133529,729241701,base_link,0.0,0.0,0.0,0.0,0.04888619212461802,0.0,0.0,0,0,0,0
1707133529,739224481,base_link,0.0,0.0,0.0,0.0,0.021826578062189565,0.0,0.0,0,0,0,0
1707133529,749389345,base_link,0.0,0.0,0.0,0.0,-0.03737248088197903,0.0,0.0,0,0,0,0
1707133529,759338128,base_link,0.0,0.0,0.0,0.0,0.14421108336329821,0.0,0.0,0,0,0,0
1707133529,769302649,base_link,0.0,0.0,0.0,0.0,0.05551685322040929,0.0,0.0,0,0,0,0
1707133529,779212698,base_link,0.0,0.0,0.0,0.0,-0.050443442742735024,0.0,0.0,0,0,0,0
1707133529,789276007,base_link,0.0,0.0,0.0,0.0,-0.04643165660215964,0.0,0.0,0,0,0,0
1707133529,799268751,base_link,0.0,0.0,0.0,0.0,-0.16389352893612555,0.0,0.0,0,0,0,0
1707133529,809379512,base_link,0.0,0.0,0.0,0.0,0.0006896660353420565,0.0,0.0,0,0,0,0
1707133529,819252031,base_link,0.0,0.0,0.0,0.0,-0.13562009600687064,0.0,0.0,0,0,0,0
1707133529,829327572,base_link,0.0,0.0,0.0,0.0,-0.022555264575446272,0.0,0.0,0,0,0,0
1707133529,839314427,base_link,0.0,0.0,0.0,0.0,-0.08702631699418827,0.0,0.0,0,0,0,0
1707133529,849379624,base_link,0.0,0.0,0.0,0.0,0.05476807567013826,0.0,0.0,0,0,0,0
1707133529,859185272,base_link,0.0,0.0,0.0,0.0,0.012791817706551445,0.0,0.0,0,0,0,0
1707133529,869183466,base_link,0.0,0.0,0.0,0.0,-0.22055395523057456,0.0,0.0,0,0,0,0
1707133529,879162275,base_link,0.0,0.0,0.0,0.0,-0.15306483771694862,0.0,0.0,0,0,0,0
1707133529,889174998,base_link,0.0,0.0,0.0,0.0,-0.05374895815772198,0.0,0.0,0,0,0,0
1707133529,899233467,base_link,0.0,0.0,0.0,0.0,-0.1088412776606451,0.0,0.0,0,0,0,0
1707133529,909410959,base_link,0.0,0.0,0.0,0.0,-0.03586273829536841,0.0,0.0,0,0,0,0
1707133529,919226681,base_link,0.0,0.0,0.0,0.0,-0.16911856064214406,0.0,0.0,0,0,0,0
1707133529,929275595,base_link,0.0,0.0,0.0,0.0,0.014671868458319769,0.0,0.0,0,0,0,0
1707133529,939189522,base_link,0.0,0.0,0.0,0.0,0.01918544439337756,0.0,0.0,0,0,0,0
1707133529,949235705,base_link,0.0,0.0,0.0,0.0,-0.18073908009648101,0.0,0.0,0,0,0,0
1707133529,959123920,base_link,0.0,0.0,0.0,0.0,-0.12180685744377986,0.0,0.0,0,0,0,0
1707133529,969136020,base_link,0.0,0.0,0.0,0.0,0.14263949988419075,0.0,0.0,0,0,0,0
1707133529,979176462,base_link,0.0,0.0,0.0,0.0,0.06688100865778822,0.0,0.0,0,0,0,0
1707133529,989310773,base_link,0.0,0.0,0.0,0.0,-0.03035185497240302,0.0,0.0,0,0,0,0
1707133529,999143804,base_link,0.0,0.0,0.0,0.0,-0.020107784276722596,0.0,0.0,0,0,0,0
1707133530,9332752,base_link,0.0,0.0,0.0,0.0,-0.09061963164948943,0.0,0.0,0,0,0,0
1707133530,19166103,base_link,0.0,0.0,0.0,0.0,0.19286129399008575,0.0,0.0,0,0,0,0
1707133530,29293820,base_link,0.0,0.0,0.0,0.0,0.12504491626861713,0.0,0.0,0,0,0,0
1707133530,39283988,base_link,0.0,0.0,0.0,0.0,-0.0561331629455055,0.0,0.0,0,0,0,0
1707133530,49401133,base_link,0.0,0.0,0.0,0.0,0.04644412617224652,0.0,0.0,0,0,0,0
1707133530,59474095,base_link,0.0,0.0,0.0,0.0,0.1649862714255119,0.0,0.0,0,0,0,0
1707133530,69242672,base_link,0.0,0.0,0.0,0.0,0.026323647914788882,0.0,0.0,0,0,0,0
1707133530,79168532,base_link,0.0,0.0,0.0,0.0,0.08376487810479563,0.0,0.0,0,0,0,0
1707133530,89234300,base_link,0.0,0.0,0.0,0.0,0.07594866864630415,0.0,0.0,0,0,0,0
1707133530,99187873,base_link,0.0,0.0,0.0,0.0,0.19033035188273323,0.0,0.0,0,0,0,0
1707133530,109231652,base_link,0.0,0.0,0.0,0.0,0.1108201316100641,0.0,0.0,0,0,0,0
1707133530,119220412,base_link,0.0,0.0,0.0,0.0,-0.05835423793347433,0.0,0.0,0,0,0,0
1707133530,129182094,base_link,0.0,0.0,0.0,0.0,-0.20158068393083914,0.0,0.0,0,0,0,0
1707133530,139211551,base_link,0.0,0.0,0.0,0.0,0.05445404795958459,0.0,0.0,0,0,0,0
1707133530,149257867,base_link,0.0,0.0,0.0,0.0,0.12037277062799621,0.0,0.0,0,0,0,0
1707133530,159237865,base_link,0.0,0.0,0.0,0.0,-0.06172758448171756,0.0,0.0,0,0,0,0
1707133530,169338120,base_link,0.0,0.0,0.0,0.0,0.028342466453938085,0.0,0.0,0,0,0,0
1707133530,179214135,base_link,0.0,0.0,0.0,0.0,-0.016145868516230656,0.0,0.0,0,0,0,0
1707133530,189395348,base_link,0.0,0.0,0.0,0.0,-0.00756616076023265,0.0,0.0,0,0,0,0
1707133530,199294880,base_link,0.0,0.0,0.0,0.0,0.05321077749630411,0.0,0.0,0,0,0,0
1707133530,209373254,base_link,0.0,0.0,0.0,0.0,-0.10553169562109134,0.0,0.0,0,0,0,0
1707133530,219277448,base_link,0.0,0.0,0.0,0.0,0.025760740875644436,0.0,0.0,0,0,0,0
1707133530,229294927,base_link,0.0,0.0,0.0,0.0,0.09075141626450059,0.0,0.0,0,0,0,0
1707133530,239251887,base_link,0.0,0.0,0.0,0.0,0.10721989390417651,0.0,0.0,0,0,0,0
1707133530,249348806,base_link,0.0,0.0,0.0,0.0,-0.03710785729382276,0.0,0.0,0,0,0,0
1707133530,259346489,base_link,0.0,0.0,0.0,0.0,-0.04702459026934868,0.0,0.0,0,0,0,0
1707133530,269230189,base_link,0.0,0.0,0.0,0.0,-0.017859567582194553,0.0,0.0,0,0,0,0
1707133530,279213174,base_link,0.0,0.0,0.0,0.0,-0.055319103827685165,0.0,0.0,0,0,0,0
1707133530,289325251,base_link,0.0,0.0,0.0,0.0,0.03181390071020151,0.0,0.0,0,0,0,0
1707133530,299217113,base_link,0.0,0.0,0.0,0.0,0.017914612628404634,0.0,0.0,0,0,0,0
1707133530,309271143,base_link,0.0,0.0,0.0,0.0,0.05269721382048303,0.0,0.0,0,0,0,0
1707133530,319200972,base_link,0.0,0.0,0.0,0.0,-0.0938635907077383,0.0,0.0,0,0,0,0
1707133530,329202741,base_link,0.0,0.0,0.0,0.0,-0.11881443759286554,0.0,0.0,0,0,0,0
1707133530,339177758,base_link,0.0,0.0,0.0,0.0,0.018466991104452157,0.0,0.0,0,0,0,0
1707133530,349286905,base_link,0.0,0.0,0.0,0.0,-0.12903631633231408,0.0,0.0,0,0,0,0
1707133530,359187184,base_link,0.0,0.0,0.0,0.0,-0.09685614058324894,0.0,0.0,0,0,0,0
1707133530,369213085,base_link,0.0,0.0,0.0,0.0,-0.03579331583183858,0.0,0.0,0,0,0,0
1707133530,379243365,base_link,0.0,0.0,0.0,0.0,0.0021207472674625557,0.0,0.0,0,0,0,0
1707133530,389167134,base_link,0.0,0.0,0.0,0.0,0.11979380330531286,0.0,0.0,0,0,0,0
1707133530,399135294,base_link,0.0,0.0,0.0,0.0,-0.05321559976941816,0.0,0.0,0,0,0,0
1707133530,409174084,base_link,0.0,0.0,0.0,0.0,0.03460628737654344,0.0,0.0,0,0,0,0
1707133530,419257298,base_link,0.0,0.0,0.0,0.0,-0.08658884016254816,0.0,0.0,0,0,0,0
1707133530,429320290,base_link,0.0,0.0,0.0,0.0,-0.13021317227319398,0.0,0.0,0,0,0,0
1707133530,439236710,base_link,0.0,0.0,0.0,0.0,0.0692544108483092,0.0,0.0,0,0,0,0
1707133530,449239138,base_link,0.0,0.0,0.0,0.0,0.01138808303521232,0.0,0.0,0,0,0,0
1707133530,459211804,base_link,0.0,0.0,0.0,0.0,-0.08235304814621437,0.0,0.0,0,0,0,0
1707133530,469170895,base_link,0.0,0.0,0.0,0.0,0.15429214885400735,0.0,0.0,0,0,0,0
1707133530,479214993,base_link,0.0,0.0,0.0,0.0,-0.059387769508572226,0.0,0.0,0,0,0,0
1707133530,489136006,base_link,0.0,0.0,0.0,0.0,0.09482921106471963,0.0,0.0,0,0,0,0
1707133530,499128802,base_link,0.0,0.0,0.0,0.0,-0.09947365403324464,0.0,0.0,0,0,0,0
1707133530,509239990,base_link,0.0,0.0,0.0,0.0,0.061128835231893754,0.0,0.0,0,0,0,0
1707133530,519167101,base_link,0.0,0.0,0.0,0.0,-0.04765614386755005,0.0,0.0,0,0,0,0
1707133530,529155104,base_link,0.0,0.0,0.0,0.0,0.0910021678576486,0.0,0.0,0,0,0,0
1707133530,539145536,base_link,0.0,0.0,0.0,0.0,0.13179907613609962,0.0,0.0,0,0,0,0
1707133530,549266876,base_link,0.0,0.0,0.0,0.0,0.0736510201140465,0.0,0.0,0,0,0,0
1707133530,559147278,base_link,0.0,0.0,0.0,0.0,-0.04222412595875846,0.0,0.0,0,0,0,0
1707133530,569194423,base_link,0.0,0.0,0.0,0.0,-0.027132827205657684,0.0,0.0,0,0,0,0
1707133530,579094226,base_link,0.0,0.0,0.0,0.0,0.021478005693226956,0.0,0.0,0,0,0,0
1707133530,589178621,base_link,0.0,0.0,0.0,0.0,-0.04842644159536407,0.0,0.0,0,0,0,0
1707133530,599101018,base_link,0.0,0.0,0.0,0.0,-0.01042935411314974,0.0,0.0,0,0,0,0
1707133530,609161837,base_link,0.0,0.0,0.0,0.0,0.0018436443345655805,0.0,0.0,0,0,0,0
1707133530,619102335,base_link,0.0,0.0,0.0,0.0,-0.001671033200733537,0.0,0.0,0,0,0,0
1707133530,629106840,base_link,0.0,0.0,0.0,0.0,0.25184065675154943,0.0,0.0,0,0,0,0
1707133530,639092886,base_link,0.0,0.0,0.0,0.0,0.010578336061277947,0.0,0.0,0,0,0,0
1707133530,649130511,base_link,0.0,0.0,0.0,0.0,-0.08679670140912328,0.0,0.0,0,0,0,0
1707133530,659193014,base_link,0.0,0.0,0.0,0.0,0.031414964486784214,0.0,0.0,0,0,0,0
1707133530,669155700,base_link,0.0,0.0,0.0,0.0,0.01424975191531766,0.0,0.0,0,0,0,0
1707133530,679116824,base_link,0.0,0.0,0.0,0.0,0.047590877803964135,0.0,0.0,0,0,0,0
1707133530,689212473,base_link,0.0,0.0,0.0,0.0,0.09550492700311647,0.0,0.0,0,0,0,0
